地区,国家,确诊,疑似,治愈,新增确诊,新增治愈,新增死亡,死亡,日期
澳大利亚,澳大利亚,6586,,119,21,0,1,69,2020-04-19
希腊,希腊,2235,,19,11,0,2,110,2020-04-19
巴勒斯坦,巴勒斯坦,313,,62,5,0,0,2,2020-04-19
马里,马里,216,,41,26,7,0,13,2020-04-19
直布罗陀,直布罗陀,133,,0,2,0,0,1,2020-04-19
关岛,关岛,135,,0,0,0,0,5,2020-04-19
特立尼达和多巴哥,特立尼达和多巴哥,114,,0,0,0,0,8,2020-04-19
越南,越南,268,,169,0,0,0,0,2020-04-19
利比里亚,利比里亚,81,,7,5,0,0,7,2020-04-19
文莱,文莱,138,,115,1,2,0,1,2020-04-19
法属圭亚那,法属圭亚那,96,,0,0,0,0,0,2020-04-19
阿鲁巴,阿鲁巴,96,,0,1,0,0,2,2020-04-19
百慕大,百慕大,83,,0,2,0,0,5,2020-04-19
圭亚那,法属圭亚那,96,,8,0,0,0,6,2020-04-19
圭亚那,圭亚那,96,,8,0,0,0,6,2020-04-19
叙利亚,叙利亚,39,,5,1,0,1,3,2020-04-19
厄立特里亚,厄立特里亚,39,,3,39,3,0,0,2020-04-19
贝宁,贝宁,37,,18,0,0,0,1,2020-04-19
东帝汶,东帝汶,18,,0,0,0,0,0,2020-04-19
斯威士兰,斯威士兰,22,,8,3,0,0,1,2020-04-19
博茨瓦纳,博茨瓦纳,15,,0,0,0,0,1,2020-04-19
斐济,斐济,17,,0,0,0,0,0,2020-04-19
布隆迪共和国,布隆迪共和国,6,,0,0,0,0,1,2020-04-19
澳门,中国,45,,20,0,3,0,0,2020-04-19
台湾,中国,420,,189,22,11,0,6,2020-04-19
香港,中国,1025,,602,1,34,0,4,2020-04-19
摩纳哥,摩纳哥,98,,3,4,0,0,3,2020-04-19
巴巴多斯,巴巴多斯,75,,0,0,0,0,5,2020-04-19
安哥拉,安哥拉,24,,6,24,6,2,2,2020-04-19
北马里亚纳群岛联邦,北马里亚纳群岛联邦,14,,0,14,0,2,2,2020-04-19
特克斯和凯科斯群岛,特克斯和凯科斯群岛,11,,0,0,0,0,1,2020-04-19
巴布亚新几内亚,巴布亚新几内亚,7,,0,0,0,0,0,2020-04-19
荷兰加勒比地区,荷兰加勒比地区,5,,0,5,0,0,0,2020-04-19
福建省,中国,355,,339,0,3,0,1,2020-04-19
贵州省,中国,147,,145,147,145,2,2,2020-04-19
云南省,中国,184,,178,184,178,2,2,2020-04-19
印度尼西亚,印度尼西亚,6760,,747,185,61,8,590,2020-04-20
圣马力诺,圣马力诺,455,,2,29,0,1,39,2020-04-20
马提尼克,马提尼克,163,,0,4,0,4,12,2020-04-20
瓜德罗普岛,瓜德罗普岛,145,,0,0,0,3,11,2020-04-20
苏丹,苏丹,92,,2,26,0,2,12,2020-04-20
卢旺达,卢旺达,147,,76,3,7,0,0,2020-04-20
美国,美国,760570,,71011,25204,4157,1607,40702,2020-04-20
卢森堡,卢森堡,3550,,241,13,0,1,73,2020-04-20
波黑,波黑,1268,,347,23,6,2,49,2020-04-20
乌拉圭,乌拉圭,528,,298,11,0,1,10,2020-04-20
缅甸,缅甸,111,,7,4,5,0,5,2020-04-20
马达加斯加,马达加斯加,120,,35,0,0,0,0,2020-04-20
柬埔寨,柬埔寨,122,,50,0,0,0,0,2020-04-20
瑞典,瑞典,14862,,530,362,513,40,1618,2020-04-20
日本,日本,11152,,1069,715,665,37,261,2020-04-20
墨西哥,墨西哥,8261,,1,764,0,36,686,2020-04-20
新加坡,新加坡,8014,,683,1426,0,0,11,2020-04-20
厄瓜多尔,厄瓜多尔,9022,,501,0,0,0,456,2020-04-20
波兰,波兰,9287,,1040,545,59,13,360,2020-04-20
巴基斯坦,巴基斯坦,8348,,1868,575,36,20,168,2020-04-20
罗马尼亚,罗马尼亚,8746,,1892,328,162,34,451,2020-04-20
塞尔维亚,塞尔维亚,6630,,870,312,117,7,129,2020-04-20
智利,智利,10088,,4338,358,303,7,133,2020-04-20
芬兰,芬兰,3783,,10,102,0,4,94,2020-04-20
摩洛哥,摩洛哥,2990,,340,170,18,5,143,2020-04-20
阿根廷,阿根廷,2941,,709,247,78,12,134,2020-04-20
韩国,韩国,10674,,8114,13,72,2,236,2020-04-20
塞内加尔,塞内加尔,377,,235,10,15,2,5,2020-04-20
英国,英国,124743,,344,4676,0,449,16509,2020-04-20
意大利,意大利,178972,,47055,3047,2128,433,23660,2020-04-20
西班牙,西班牙,200210,,80587,4266,3230,399,20852,2020-04-20
土耳其,土耳其,86306,,11976,3977,1523,127,2017,2020-04-20
法国,法国,112606,,36578,785,595,395,19718,2020-04-20
俄罗斯,俄罗斯,47121,,3446,4268,155,44,405,2020-04-20
俄罗斯,白俄罗斯,47121,,3446,47121,3446,405,405,2020-04-20
德国,德国,141672,,91500,1775,3500,110,4404,2020-04-20
荷兰,荷兰,33405,,291,750,0,67,3751,2020-04-20
